adjusted_net_yards_per_attempt_index,adjusted_net_yards_per_pass_attempt,adjusted_yards_per_attempt,adjusted_yards_per_attempt_index,all_purpose_yards,approximate_value,assists_on_tackles,attempted_passes,birth_date,blocked_punts,catch_percentage,completed_passes,completion_percentage_index,espn_qbr,extra_point_percentage,extra_points_attempted,extra_points_made,field_goal_percentage,field_goals_attempted,field_goals_made,fifty_plus_yard_field_goal_attempts,fifty_plus_yard_field_goals_made,fourth_quarter_comebacks,fourty_to_fourty_nine_yard_field_goal_attempts,fourty_to_fourty_nine_yard_field_goals_made,fumbles,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,game_winning_drives,games,games_started,height,interception_percentage,interception_percentage_index,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdown,kickoff_return_yards,kickoff_returns,less_than_nineteen_yards_field_goal_attempts,less_than_nineteen_yards_field_goals_made,longest_field_goal_made,longest_interception_return,longest_kickoff_return,longest_pass,longest_punt,longest_punt_return,longest_reception,longest_rush,name,net_yards_per_attempt_index,net_yards_per_pass_attempt,passer_rating_index,passes_defended,passing_completion,passing_touchdown_percentage,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,position,punt_return_touchdown,punt_return_yards,punt_returns,punts,qb_record,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_game,receiving_yards_per_reception,receptions,receptions_per_game,rush_attempts,rush_attempts_per_game,rush_touchdowns,rush_yards,rush_yards_per_attempt,rush_yards_per_game,rushing_and_receiving_touchdowns,sack_percentage,sack_percentage_index,sacks,safeties,season,tackles,team_abbreviation,thirty_to_thirty_nine_yard_field_goal_attempts,thirty_to_thirty_nine_yard_field_goals_made,times_pass_target,times_sacked,total_punt_yards,touchdown_percentage_index,touches,twenty_to_twenty_nine_yard_field_goal_attempts,twenty_to_twenty_nine_yard_field_goals_made,weight,yards_from_scrimmage,yards_lost_to_sacks,yards_per_attempt_index,yards_per_completed_pass,yards_per_game_played,yards_per_kickoff_return,yards_per_punt,yards_per_punt_return,yards_per_touch,yards_recovered_from_fumble,yards_returned_from_interception,pfr_id
,,,,,1,3,,9/22/93,,,,,,,,,,,,,,,,,,,,,,12,0,44715.00,,,,,,,,,,,,,,,,,,,Simeon Thomas,,,,,,,,,,ThomSi00,,,,,,,,,,,,,,,,,,,,,,,0,,2019,5,WAS,,,,,,,,,,197,,,,,,,,,,,,ThomSi00
,,,,,0,0,,4/21/97,,,,,,,,,,,,,,,,,,,,,,6,0,44713.00,,,0,0,,,,,,,,0,,,,,,,DeShon Elliott,,,,1,,,,,,ElliDe02,,,,,,,,,,,,,,,,,,,,,,,0,,2019,6,BAL,,,,,,,,,,210,,,,,,,,,,,0,ElliDe02
,,,,,7,29,,4/21/97,,,,,,,,,,,,,,,,,0,2,0,0,,16,16,44713.00,,,0,0,,,,,,,,0,,,,,,,DeShon Elliott,,,,4,,,,,,ElliDe02,FS,,,,,,,,,,,,,,,,,,,,,,2.5,,2020,51,BAL,,,,,,,,,,210,,,,,,,,,,0,0,ElliDe02
,,,,,3,4,,4/21/97,,,,,,,,,,,,,,,,,,,,,,6,6,44713.00,,,1,0,,,,,,,,0,,,,,,,DeShon Elliott,,,,2,,,,,,ElliDe02,s,,,,,,,,,,,,,,,,,,,,,,1,,2021,19,BAL,,,,,,,,,,210,,,,,,,,,,,0,ElliDe02
,,,,,0,0,,1/3/96,,,,,,,,,,,,,,,,,,,,,,5,0,44714.00,,,,,,,,,,,,,,,,,,,Chris Covington,,,,,,,,,,CoviCh01,,,,,,,,,,,,,,,,,,,,,,,0,,2018,1,DAL,,,,,,,,,,245,,,,,,,,,,,,CoviCh01
,,,,,0,0,,1/3/96,,,,,,,,,,,,,,,,,,,,,,3,0,44714.00,,,,,,,,,,,,,,,,,,,Chris Covington,,,,,,,,,,CoviCh01,,,,,,,,,,,,,,,,,,,,,,,0,,2019,2,DAL,,,,,,,,,,245,,,,,,,,,,,,CoviCh01
,29.5,29.5,,,7,,2,1/22/96,,66.1,1,,100,,,,,,,,,,,,0,,,,,16,8,36678.00,0,,,,0,,,,,,,,,39,,,35,11,Russell Gage,,19.5,,,50,50,1,39,19.5,GageRu00,wr,,,,,,135.4,4,786,49.1,10.9,72,4.5,2,0.1,0,9,4.5,0.6,4,,,,,2020,,ATL,,,109,0,,,74,,,184,795,0,,39,2.4,,,,10.7,,,GageRu00
,,,,,1,1,,1/22/96,,60,,,,,,,,,,,,,,,0,,,,,15,0,36678.00,,,,,,,,,,,,,,,,,22,,Russell Gage,,,,,,,,,,GageRu00,,,,,,,,0,63,4.2,10.5,6,0.4,,,,,,,0,,,0,,2018,6,ATL,,,10,,,,6,,,184,63,,,,,,,,10.5,,,GageRu00
,,,,452,4,0,,1/22/96,,66.2,,,,,,,,,,,,,,,1,0,0,0,,16,4,36678.00,,,,,,,,,,,,,,,,-6,19,6,Russell Gage,,,,,,,,,,GageRu00,,0,-6,1,,,,1,446,27.9,9.1,49,3.1,4,0.3,0,12,3,0.8,1,,,0,,2019,2,ATL,,,74,,,,53,,,184,458,,,,,,,-6,8.6,0,,GageRu00
,,,,,6,0,,1/22/96,,70.2,,,,,,,,,,,,,,,2,0,0,0,,14,9,36678.00,,,,,,,,,,,,,,,,,49,,Russell Gage,,,,,,,,,,GageRu00,wr,,,,,,,4,770,55,11.7,66,4.7,,,,,,,4,,,0,,2021,1,ATL,,,94,,,,66,,,184,770,,,,,,,,11.7,0,,GageRu00
,,,,,6,19,,3/21/95,,,,,,,,,,,,,,,,,,,,,,16,15,44716.00,,,0,0,,,,,,,,0,,,,,,,Sebastian Joseph-Day,,,,1,,,,,,JoseSe00,,,,,,,,,,,,,,,,,,,,,,,2,,2019,25,LAR,,,,,,,,,,310,,,,,,,,,,,0,JoseSe00
,,,,,10,20,,3/21/95,,,,,,,,,,,,,,,,,0,1,0,0,,16,16,44716.00,,,0,0,,,,,,,,0,,,,,,,Sebastian Joseph-Day,,,,3,,,,,,JoseSe00,NT,,,,,,,,,,,,,,,,,,,,,,1,,2020,35,LAR,,,,,,,,,,310,,,,,,,,,,0,0,JoseSe00
,,,,,3,15,,3/21/95,,,,,,,,,,,,,,,,,,,,,,7,7,44716.00,,,,,,,,,,,,,,,,,,,Sebastian Joseph-Day,,,,,,,,,,JoseSe00,dt,,,,,,,,,,,,,,,,,,,,,,3,,2021,23,LAR,,,,,,,,,,310,,,,,,,,,,,,JoseSe00
,,,,886,1,1,,7/20/96,,,,,,,,,,,,,,,,,2,0,1,0,,14,1,44692.00,,,0,0,,0,886,33,,,,0,97,,,,,0,Tremon Smith,,,,1,,,,,,SmitTr04,,,,,,,,,,,,,,0,0,0,0,,0,0,,,0,,2018,4,KAN,,,,,,,0,,,190,0,,,,,26.8,,,,0,0,SmitTr04
,,,,303,0,1,,7/20/96,,,,,,,,,,,,,,,,,1,0,0,0,,8,0,44692.00,,,,,,0,303,13,,,,,36,,,3,,0,Tremon Smith,,,,,,,,,,SmitTr04,,0,0,4,,,,,,,,,,0,0,0,0,,0,0,,,0,,2019,2,2TM,,,,,,,0,,,190,0,,,,,23.3,,0,,0,,SmitTr04
,,,,545,3,5,,7/20/96,,,,,,,,,,,,,,,,,0,0,1,0,,17,2,44692.00,,,,,,1,537,21,,,,,98,,,1,,7,Tremon Smith,,,,,,,,,,SmitTr04,db,0,1,1,,,,,,,,,,1,0.1,0,7,7,0.4,0,,,0,,2021,16,HOU,,,,,,,1,,,190,7,,,,,25.6,,1,7,0,,SmitTr04
,,,,180,0,0,,7/20/96,,,,,,,,,,,,,,,,,,,,,,10,0,44692.00,,,,,,0,180,8,,,,,33,,,,,,Tremon Smith,,,,,,,,,,SmitTr04,,,,,,,,,,,,,,,,,,,,,,,0,,2020,2,IND,,,,,,,,,,190,,,,,,22.5,,,,,,SmitTr04
,,,,,3,8,,9/11/95,,,,,,,,,,,,,,,,,0,1,0,0,,16,4,36678.00,,,,,,,,,,,,,,,,,,,Shaun Dion Hamilton,,,,,,,,,,DionSh00,,,,,,,,,,,,,,,,,,,,,,,1.5,,2018,19,WAS,,,,,,,,,,235,,,,,,,,,,0,,DionSh00
,,,,,2,12,,9/11/95,,,,,,,,,,,,,,,,,0,1,1,0,,16,0,36678.00,,,1,0,,,,,,,,0,,,,,,,Shaun Dion Hamilton,,,,2,,,,,,DionSh00,,,,,,,,,,,,,,,,,,,,,,,1,,2019,37,WAS,,,,,,,,,,235,,,,,,,,,,0,0,DionSh00
,,,,,3,7,,9/11/95,,,,,,,,,,,,,,,,,,,,,,14,3,36678.00,,,,,,,,,,,,,,,,,,,Shaun Dion Hamilton,,,,,,,,,,DionSh00,,,,,,,,,,,,,,,,,,,,,,,0,,2020,14,WAS,,,,,,,,,,235,,,,,,,,,,,,DionSh00
,,,,,1,4,,1/3/97,,,,,,,,,,,,,,,,,,,,,,7,0,44715.00,,,,,,,,,,,,,,,,,,,Kahlil McKenzie,,,,,,,,,,McKeKa00,,,,,,,,,,,,,,,,,,,,,,,0,,2020,4,CIN,,,,,,,,,,320,,,,,,,,,,,,McKeKa00
,,,,,0,3,,1/3/97,,,,,,,,,,,,,,,,,,,,,,5,0,44715.00,,,,,,,,,,,,,,,,,,,Kahlil McKenzie,,,,,,,,,,McKeKa00,,,,,,,,,,,,,,,,,,,,,,,0,,2021,1,BAL,,,,,,,,,,320,,,,,,,,,,,,McKeKa00
45,2.08,3.8,56,,1,,73,12/28/94,,,47,99,9.6,,,,,,,,,,,,,,,,,3,2,44716.00,4.1,68,,,3,,,,,,,,,36,,,,,Luke Falk,49,3.6,60,,64.4,0,0,416,5.7,FalkLu00,,,,,,0-2-0,62.4,,,,,,,,,,,,,,,14,,,2019,,NYJ,,,,16,,53,,,,215,,96,69,8.9,138.7,,,,,,,FalkLu00
,,,,,3,35,,8/2/95,,,,,,,,,,,,,,,,,,1,,,,16,7,44714.00,,,0,0,,,,,,,,0,,,,,,,Foyesade Oluokun,,,,1,,,,,,OluoFo00,mlb,,,,,,,,,,,,,,,,,,,,,,0,,2018,56,ATL,,,,,,,,,,215,,,,,,,,,,,0,OluoFo00
,,,,,3,26,,8/2/95,,,,,,,,,,,,,,,,,,1,,,,16,3,44714.00,,,,,,,,,,,,,,,,,,,Foyesade Oluokun,,,,,,,,,,OluoFo00,,,,,,,,,,,,,,,,,,,,,,,0,,2019,36,ATL,,,,,,,,,,215,,,,,,,,,,,,OluoFo00
,,,,,7,39,,8/2/95,,,,,,,,,,,,,,,,,1,4,1,0,,15,14,44714.00,,,2,0,,,,,,,,51,,,,,,,Foyesade Oluokun,,,,4,,,,,,OluoFo00,MLB,,,,,,,,,,,,,,,,,,,,,,3,,2020,78,ATL,,,,,,,,,,215,,,,,,,,,,0,65,OluoFo00
,,,,,7,90,,8/2/95,,,,,,,,,,,,,,,,,0,1,0,0,,17,17,44714.00,,,3,0,,,,,,,,56,,,,,,,Foyesade Oluokun,,,,6,,,,,,OluoFo00,MLB,,,,,,,,,,,,,,,,,,,,,,2,,2021,102,ATL,,,,,,,,,,215,,,,,,,,,,0,80,OluoFo00
,,,,96,0,,,4/27/95,,,,,,,,,,,,,,,,,0,,,,,2,0,44687.00,,,,,,0,96,4,,,,,35,,,,,0,Boston Scott,,,,,,,,,,ScotBo02,,,,,,,,,,,,,,0,0,0,0,,0,0,,,,,2018,,PHI,,,,,,,0,,,203,0,,,,,24,,,,,,ScotBo02
,,,,721,3,,,4/27/95,,92.3,,,,,,,,,,,,,,,4,0,1,0,,11,2,44687.00,,,,,,0,229,10,,,,,33,,,13,39,25,Boston Scott,,,,,,,,,,ScotBo02,,0,43,6,,,,0,204,18.5,8.5,24,2.2,61,5.5,5,245,4,22.3,5,,,0,,2019,,PHI,,,26,,,,85,,,203,449,,,,,22.9,,7.2,5.3,0,,ScotBo02
,,,,1176,3,,,4/27/95,,69.4,,,,,,,,,,,,,,,2,0,0,0,,16,4,44687.00,,,,,,0,590,28,,,,,46,,,,18,56,Boston Scott,,,,,,,,,,ScotBo02,,,,,,,,1,212,13.3,8.5,25,1.6,80,5,1,374,4.7,23.4,2,,,0,,2020,,PHI,,,36,,,,105,,,203,586,,,,,21.1,,,5.6,0,,ScotBo02
,,,,469,3,1,,4/27/95,,81.3,,,,,,,,,,,,,,,1,0,0,0,,16,4,44687.00,,,,,,0,13,1,,,,,13,,,,19,23,Boston Scott,,,,,,,,,,ScotBo02,rb,,,,,,,0,83,5.2,6.4,13,0.8,87,5.4,7,373,4.3,23.3,7,,,0,,2021,1,PHI,,,16,,,,100,,,203,456,,,,,13,,,4.6,0,,ScotBo02
,,,,,0,1,,5/5/95,,,,,,,,,,,,,,,,,,,,,,6,0,44714.00,,,,,,,,,,,,,,,,,,,Jack Cichy,,,,,,,,,,CichJa00,,,,,,,,,,,,,,,,,,,,,,,0,,2018,3,TAM,,,,,,,,,,238,,,,,,,,,,,,CichJa00
,,,,,0,1,,5/5/95,,,,,,,,,,,,,,,,,,,,,,4,0,44714.00,,,,,,,,,,,,,,,,,,,Jack Cichy,,,,,,,,,,CichJa00,,,,,,,,,,,,,,,,,,,,,,,0,,2019,0,TAM,,,,,,,,,,238,,,,,,,,,,,,CichJa00
,,,,,0,1,,5/5/95,,,,,,,,,,,,,,,,,,,,,,6,0,44714.00,,,,,,,,,,,,,,,,,,,Jack Cichy,,,,,,,,,,CichJa00,,,,,,,,,,,,,,,,,,,,,,,0,,2020,1,TAM,,,,,,,,,,238,,,,,,,,,,,,CichJa00
,,,,277,2,1,,7/23/94,,68,,,,,,,,,,,,,,,0,,,,,16,0,44692.00,,,,,,0,20,1,,,,,20,,,,35,21,Trenton Cannon,,,,,,,,,,CannTr00,,,,,,,,0,144,9,8.5,17,1.1,38,2.4,1,113,3,7.1,1,,,0,,2018,8,NYJ,,,25,,,,55,,,185,257,,,,,20,,,4.7,,,CannTr00
,,,,97,0,2,,7/23/94,,,,,,,,,,,,,,,,,0,0,1,1,,4,0,44692.00,,,,,,0,96,5,,,,,28,,,,,0,Trenton Cannon,,,,,,,,,,CannTr00,,,,,,,,,,,,,,0,0,0,0,,0,0,,,0,,2019,1,NYJ,,,,,,,0,,,185,0,,,,,19.2,,,,1,,CannTr00
,,,,347,0,1,,7/23/94,,100,,,,,,,,,,,,,,,0,,,,,14,0,44692.00,,,,,,0,298,10,,,,,98,,,,19,13,Trenton Cannon,,,,,,,,,,CannTr00,,,,,,,,0,16,1.1,5.3,3,0.2,10,0.7,0,33,3.3,2.4,0,,,0,,2020,5,CAR,,,3,,,,13,,,185,49,,,,,29.8,,,3.8,,,CannTr00
,,,,334,,1,,7/23/94,,,,,,,,,,,,,,,,,1,0,0,2,,12,0,44692.00,,,,,,0,328,16,,,,,68,,,,,3,Trenton Cannon,,,,,,,,,,CannTr00,,,,,,,,,,,,,,3,0.3,0,4,1.3,0.3,0,,,0,,2021,8,2TM,,,,,,,3,,,185,4,,,,,20.5,,,1.3,2,,CannTr00
,,,,,0,,,4/1/95,,,,,,,,,,,,,,,,,0,0,1,0,,2,0,44716.00,,,,,,,,,,,,,,,,,,,Trevon Young,,,,,,,,,,YounTr00,,,,,,,,,,,,,,,,,,,,,,,0,,2018,,LAR,,,,,,,,,,259,,,,,,,,,,0,,YounTr00
,,,,,2,,,9/30/96,,58.3,,,,,,,,,,,,,,,0,,,,,12,7,44717.00,,,,,,,,,,,,,,,,,54,5,Equanimeous St. Brown,,,,,,,,,,St.BEq00,WR,,,,,,,0,328,27.3,15.6,21,1.8,1,0.1,0,5,5,0.4,0,,,,,2018,,GNB,,,36,,,,22,,,214,333,,,,,,,,15.1,,,St.BEq00
,,,,,1,0,,9/30/96,,53.8,,,,,,,,,,,,,,,0,,,,,12,1,44717.00,,,,,,,,,,,,,,,,,24,7,Equanimeous St. Brown,,,,,,,,,,St.BEq00,,,,,,,,1,117,9.8,16.7,7,0.6,1,0.1,0,7,7,0.6,1,,,0,,2020,1,GNB,,,13,,,,8,,,214,124,,,,,,,,15.5,,,St.BEq00
,,,,129,1,2,,9/30/96,,52.9,,,,,,,,,,,,,,,0,,,,,13,2,44717.00,,,,,,0,17,1,,,,,17,,,,26,13,Equanimeous St. Brown,,,,,,,,,,St.BEq00,wr,,,,,,,0,98,7.5,10.9,9,0.7,3,0.2,0,14,4.7,1.1,0,,,0,,2021,5,GNB,,,17,,,,12,,,214,112,,,,,17,,,9.3,,,St.BEq00
,21.5,21.5,,197,1,0,2,11/20/95,,60.7,2,,99.3,,,,,,,,,,,,0,1,0,0,,16,0,44714.00,0,,,,0,,,,,,,,,12,,10,42,-1,Cedrick Wilson Jr.,,11.5,,,100,50,1,23,11.5,WilsCe01,,0,20,5,,,154.2,2,189,11.8,11.1,17,1.1,3,0.2,0,-12,-4,-0.8,2,,,0,,2020,1,DAL,,,28,0,,,20,,,200,177,0,,11.5,1.4,,,4,8.9,0,,WilsCe01
,29.33,29.3,,649,5,0,3,11/20/95,,73.8,3,,99.9,,,,,,,,,,,,3,0,1,0,,16,4,44714.00,0,,,,0,,,,,,,,,35,,14,73,6,Cedrick Wilson Jr.,,29.33,,,100,0,0,88,29.3,WilsCe01,wr,0,36,11,,,118.7,6,602,37.6,13.4,45,2.8,2,0.1,0,11,5.5,0.7,6,,,0,,2021,1,DAL,,,61,0,,,47,,,200,613,0,,29.3,5.5,,,3.3,13,0,,WilsCe01
,,,,123,0,,,11/20/95,,62.5,,,,,,,,,,,,,,,0,,,,,6,0,44714.00,,,,,,0,64,3,,,,,22,,,13,14,,Cedrick Wilson Jr.,,,,,,,,,,WilsCe01,,0,13,2,,,,0,46,7.7,9.2,5,0.8,,,,,,,0,,,,,2019,,DAL,,,8,,,,5,,,200,46,,,,,21.3,,6.5,9.2,,,WilsCe01
,,,,,1,0,,9/22/95,,,,,,,,,,,,,,,,,,,,,,15,0,36678.00,,,,,,,,,,,,,,,,,,,Cornell Armstrong,,,,,,,,,,ArmsCo00,,,,,,,,,,,,,,,,,,,,,,,0,,2018,8,MIA,,,,,,,,,,185,,,,,,,,,,,,ArmsCo00
,,,,,0,1,,9/22/95,,,,,,,,,,,,,,,,,,,,,,5,0,36678.00,,,,,,,,,,,,,,,,,,,Cornell Armstrong,,,,,,,,,,ArmsCo00,,,,,,,,,,,,,,,,,,,,,,,0,,2019,3,HOU,,,,,,,,,,185,,,,,,,,,,,,ArmsCo00
,,,,,1,,,9/22/95,,,,,,,,,,,,,,,,,,,,,,10,0,36678.00,,,,,,,,,,,,,,,,,,,Cornell Armstrong,,,,,,,,,,ArmsCo00,,,,,,,,,,,,,,,,,,,,,,,0,,2020,,HOU,,,,,,,,,,185,,,,,,,,,,,,ArmsCo00
,,,,403,1,0,,10/6/95,,46.2,,,,,,,,,,,,,,,1,0,0,0,,16,0,44690.00,,,,,,0,48,4,,,,,25,,,26,69,,Braxton Berrios,,,,,,,,,,BerrBr00,,0,240,21,,,,0,115,7.2,19.2,6,0.4,,,,,,,0,,,0,,2019,1,NYJ,,,13,,,,6,,,190,115,,,,,12,,11.4,19.2,0,,BerrBr00
,,,,676,3,,,10/6/95,,67.3,,,,,,,,,,,,,,,0,,,,,16,2,44690.00,,,,,,0,167,9,,,,,28,,,18,43,15,Braxton Berrios,,,,,,,,,,BerrBr00,,0,86,10,,,,3,394,24.6,10.6,37,2.3,3,0.2,0,29,9.7,1.8,3,,,,,2020,,NYJ,,,55,,,,40,,,190,423,,,,,18.6,,8.6,10.6,,,BerrBr00
,,,,1524,5,,,10/6/95,,70.8,,,,,,,,,,,,,,,1,0,0,0,,16,1,44690.00,,,,,,1,852,28,,,,,102,,,28,46,11,Braxton Berrios,,,,,,,,,,BerrBr00,wr,0,201,15,,,,2,431,26.9,9.4,46,2.9,7,0.4,2,40,5.7,2.5,4,,,0,,2021,,NYJ,,,65,,,,53,,,190,471,,,,,30.4,,13.4,8.9,0,,BerrBr00
,,,,,2,,,8/2/96,,74.1,,,,,,,,,,,,,,,0,,,,,16,10,44717.00,,,,,,,,,,,,,,,,,39,,Jordan Thomas,,,,,,,,,,ThomJo05,TE,,,,,,,4,215,13.4,10.8,20,1.3,,,,,,,4,,,,,2018,,HOU,,,27,,,,20,,,277,215,,,,,,,,10.8,,,ThomJo05
,,,,,0,,,8/2/96,,33.3,,,,,,,,,,,,,,,0,,,,,5,2,44717.00,,,,,,,,,,,,,,,,,8,,Jordan Thomas,,,,,,,,,,ThomJo05,,,,,,,,0,8,1.6,8,1,0.2,,,,,,,0,,,,,2019,,HOU,,,3,,,,1,,,277,8,,,,,,,,8,,,ThomJo05
,,,,,0,,,8/2/96,,50,,,,,,,,,,,,,,,0,,,,,6,0,44717.00,,,,,,,,,,,,,,,,,3,,Jordan Thomas,,,,,,,,,,ThomJo05,,,,,,,,1,3,0.5,3,1,0.2,,,,,,,1,,,,,2020,,2TM,,,2,,,,1,,,277,3,,,,,,,,3,,,ThomJo05
,,,,,1,,,6/23/95,,,,,,,,,,,,,,,,,,,,,,5,4,44717.00,,,,,,,,,,,,,,,,,,,Colby Gossett,,,,,,,,,,GossCo00,,,,,,,,,,,,,,,,,,,,,,,0,,2018,,ARI,,,,,,,,,,311,,,,,,,,,,,,GossCo00
,,,,,1,,,6/23/95,,,,,,,,,,,,,,,,,0,0,1,0,,14,1,44717.00,,,,,,,,,,,,,,,,,,,Colby Gossett,,,,,,,,,,GossCo00,ol,,,,,,,,,,,,,,,,,,,,,,0,,2021,,ATL,,,,,,,,,,311,,,,,,,,,,0,,GossCo00
,,,,,1,6,,6/26/95,,,,,,,,,,,,,,,,,,,,,,15,0,44715.00,,,,,,,,,,,,,,,,,,,Peter Kalambayi,,,,,,,,,,KalaPe00,,,,,,,,,,,,,,,,,,,,,,,0,,2018,7,HOU,,,,,,,,,,254,,,,,,,,,,,,KalaPe00
,,,,,1,8,,6/26/95,,,,,,,,,,,,,,,,,,,,,,16,0,44715.00,,,,,,,,,,,,,,,,,,,Peter Kalambayi,,,,,,,,,,KalaPe00,,,,,,,,,,,,,,,,,,,,,,,0,,2019,10,HOU,,,,,,,,,,254,,,,,,,,,,,,KalaPe00
,,,,,1,2,,6/26/95,,,,,,,,,,,,,,,,,,,,,,10,0,44715.00,,,,,,,,,,,,,,,,,,,Peter Kalambayi,,,,,,,,,,KalaPe00,,,,,,,,,,,,,,,,,,,,,,,0,,2020,0,HOU,,,,,,,,,,254,,,,,,,,,,,,KalaPe00
,,,,,2,,,11/24/94,,,,,,,,,,,,,,,,,,,,,,14,1,44717.00,,,,,,,,,,,,,,,,,,,Bradley Bozeman,,,,,,,,,,BozeBr00,,,,,,,,,,,,,,,,,,,,,,,0,,2018,,BAL,,,,,,,,,,325,,,,,,,,,,,,BozeBr00
,,,,,10,,,11/24/94,,,,,,,,,,,,,,,,,,,,,,16,16,44717.00,,,,,,,,,,,,,,,,,,,Bradley Bozeman,,,,,,,,,,BozeBr00,LG,,,,,,,,,,,,,,,,,,,,,,0,,2019,,BAL,,,,,,,,,,325,,,,,,,,,,,,BozeBr00
,,,,,8,,,11/24/94,,,,,,,,,,,,,,,,,0,0,1,0,,16,16,44717.00,,,,,,,,,,,,,,,,,,,Bradley Bozeman,,,,,,,,,,BozeBr00,LG,,,,,,,,,,,,,,,,,,,,,,0,,2020,,BAL,,,,,,,,,,325,,,,,,,,,,0,,BozeBr00
,,,,,5,0,,11/24/94,,,,,,,,,,,,,,,,,1,0,0,-2,,16,16,44717.00,,,,,,,,,,,,,,,,,,,Bradley Bozeman,,,,,,,,,,BozeBr00,C,,,,,,,,,,,,,,,,,,,,,,0,,2021,1,BAL,,,,,,,,,,325,,,,,,,,,,-2,,BozeBr00
,,,,,1,2,,7/26/95,,,,,,,,,,,,,,,,,,,,,,16,0,44713.00,,,,,,,,,,,,,,,,,,,Keishawn Bierria,,,,,,,,,,BierKe00,,,,,,,,,,,,,,,,,,,,,,,0,,2018,3,DEN,,,,,,,,,,223,,,,,,,,,,,,BierKe00
,,,,,0,,,7/26/95,,,,,,,,,,,,,,,,,,,,,,5,0,44713.00,,,,,,,,,,,,,,,,,,,Keishawn Bierria,,,,,,,,,,BierKe00,,,,,,,,,,,,,,,,,,,,,,,0,,2019,,2TM,,,,,,,,,,223,,,,,,,,,,,,BierKe00
,,,,,6,10,,12/12/95,,,,,,,,,,,,,,,,,0,0,1,0,,16,5,36678.00,,,,,,,,,,,,,,,,,,,Matthew Adams,,,,,,,,,,AdamMa00,DB,,,,,,,,,,,,,,,,,,,,,,0,,2018,23,IND,,,,,,,,,,229,,,,,,,,,,0,,AdamMa00
,,,,,2,2,,12/12/95,,,,,,,,,,,,,,,,,,,,,,16,4,36678.00,,,,,,,,,,,,,,,,,,,Matthew Adams,,,,,,,,,,AdamMa00,,,,,,,,,,,,,,,,,,,,,,,0,,2019,8,IND,,,,,,,,,,229,,,,,,,,,,,,AdamMa00
,,,,,1,1,,12/12/95,,,,,,,,,,,,,,,,,,,,,,9,0,36678.00,,,,,,,,,,,,,,,,,,,Matthew Adams,,,,,,,,,,AdamMa00,,,,,,,,,,,,,,,,,,,,,,,0,,2020,1,IND,,,,,,,,,,229,,,,,,,,,,,,AdamMa00
,,,,,1,2,,12/12/95,,,,,,,,,,,,,,,,,,,,,,17,0,36678.00,,,,,,,,,,,,,,,,,,,Matthew Adams,,,,,,,,,,AdamMa00,,,,,,,,,,,,,,,,,,,,,,,0,,2021,8,IND,,,,,,,,,,229,,,,,,,,,,,,AdamMa00
,,,,,0,3,,1/30/95,,,,,,,,,,,,,,,,,,,,,,6,0,44717.00,,,,,,,,,,,,,,,,,,,Jullian Taylor,,,,,,,,,,TaylJu00,,,,,,,,,,,,,,,,,,,,,,,0,,2018,4,SFO,,,,,,,,,,280,,,,,,,,,,,,TaylJu00
,,,,,1,2,,1/30/95,,,,,,,,,,,,,,,,,0,0,1,10,,6,0,44717.00,,,0,0,,,,,,,,0,,,,,,,Jullian Taylor,,,,1,,,,,,TaylJu00,,,,,,,,,,,,,,,,,,,,,,,0,,2019,7,SFO,,,,,,,,,,280,,,,,,,,,,10,0,TaylJu00
,,,,,0,,,9/11/94,,80,,,,,,,,,,,,,,,0,,,,,4,0,44714.00,,,,,,,,,,,,,,,,,16,,Javon Wims,,,,,,,,,,WimsJa00,,,,,,,,0,32,8,8,4,1,,,,,,,0,,,,,2018,,CHI,,,5,,,,4,,,221,32,,,,,,,,8,,,WimsJa00
,,,,,1,,,9/11/94,,46.2,,,,,,,,,,,,,,,0,,,,,16,6,44714.00,,,,,,,,,,,,,,,,,37,,Javon Wims,,,,,,,,,,WimsJa00,wr,,,,,,,1,186,11.6,10.3,18,1.1,,,,,,,1,,,,,2019,,CHI,,,39,,,,18,,,221,186,,,,,,,,10.3,,,WimsJa00
,,,,,0,,,9/11/94,,50,,,,,,,,,,,,,,,0,,,,,13,1,44714.00,,,,,,,,,,,,,,,,,13,2,Javon Wims,,,,,,,,,,WimsJa00,,,,,,,,1,48,3.7,8,6,0.5,1,0.1,0,2,2,0.2,1,,,,,2020,,CHI,,,12,,,,7,,,221,50,,,,,,,,7.1,,,WimsJa00
,,,,,1,1,,10/18/95,,,,,,,,,,,,,,,,,,,,,,11,0,44714.00,,,,,,,,,,,,,,,,,,,Devante Downs,,,,,,,,,,DownDe00,,,,,,,,,,,,,,,,,,,,,,,0,,2018,2,MIN,,,,,,,,,,252,,,,,,,,,,,,DownDe00
,,,,,0,1,,10/18/95,,,,,,,,,,,,,,,,,,,,,,9,0,44714.00,,,,,,,,,,,,,,,,,,,Devante Downs,,,,,,,,,,DownDe00,,,,,,,,,,,,,,,,,,,,,,,0,,2019,0,2TM,,,,,,,,,,252,,,,,,,,,,,,DownDe00
