adjusted_net_yards_per_attempt_index,adjusted_net_yards_per_pass_attempt,adjusted_yards_per_attempt,adjusted_yards_per_attempt_index,all_purpose_yards,approximate_value,assists_on_tackles,attempted_passes,birth_date,blocked_punts,catch_percentage,completed_passes,completion_percentage_index,espn_qbr,extra_point_percentage,extra_points_attempted,extra_points_made,field_goal_percentage,field_goals_attempted,field_goals_made,fifty_plus_yard_field_goal_attempts,fifty_plus_yard_field_goals_made,fourth_quarter_comebacks,fourty_to_fourty_nine_yard_field_goal_attempts,fourty_to_fourty_nine_yard_field_goals_made,fumbles,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,game_winning_drives,games,games_started,height,interception_percentage,interception_percentage_index,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdown,kickoff_return_yards,kickoff_returns,less_than_nineteen_yards_field_goal_attempts,less_than_nineteen_yards_field_goals_made,longest_field_goal_made,longest_interception_return,longest_kickoff_return,longest_pass,longest_punt,longest_punt_return,longest_reception,longest_rush,name,net_yards_per_attempt_index,net_yards_per_pass_attempt,passer_rating_index,passes_defended,passing_completion,passing_touchdown_percentage,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,position,punt_return_touchdown,punt_return_yards,punt_returns,punts,qb_record,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_game,receiving_yards_per_reception,receptions,receptions_per_game,rush_attempts,rush_attempts_per_game,rush_touchdowns,rush_yards,rush_yards_per_attempt,rush_yards_per_game,rushing_and_receiving_touchdowns,sack_percentage,sack_percentage_index,sacks,safeties,season,tackles,team_abbreviation,thirty_to_thirty_nine_yard_field_goal_attempts,thirty_to_thirty_nine_yard_field_goals_made,times_pass_target,times_sacked,total_punt_yards,touchdown_percentage_index,touches,twenty_to_twenty_nine_yard_field_goal_attempts,twenty_to_twenty_nine_yard_field_goals_made,weight,yards_from_scrimmage,yards_lost_to_sacks,yards_per_attempt_index,yards_per_completed_pass,yards_per_game_played,yards_per_kickoff_return,yards_per_punt,yards_per_punt_return,yards_per_touch,yards_recovered_from_fumble,yards_returned_from_interception,pfr_id
,,,,,6,19,,10/31/79,,,,,,,,,,,,,,,,,0,1,1,2,,16,16,44716.00,,,1,0,,,,,,,,17,,,,,,,Chris Kelsay,,,,4,,,,,,KelsCh21,LDE,,,,,,,,,,,,,,,,,,,,,,2.5,,2005,26,BUF,,,,,,,,,,263,,,,,,,,,,2,17,KelsCh21
,,,,,8,21,,10/31/79,,,,,,,,,,,,,,,,,0,1,1,0,,16,16,44716.00,,,0,0,,,,,,,,0,,,,,,,Chris Kelsay,,,,2,,,,,,KelsCh21,LDE,,,,,,,,,,,,,,,,,,,,,,5.5,,2006,41,BUF,,,,,,,,,,263,,,,,,,,,,0,0,KelsCh21
,,,,,7,9,,10/31/79,,,,,,,,,,,,,,,,,0,0,1,0,,14,14,44716.00,,,1,1,,,,,,,,0,,,,,,,Chris Kelsay,,,,3,,,,,,KelsCh21,LDE,,,,,,,,,,,,,,,,,,,,,,2.5,1,2007,34,BUF,,,,,,,,,,263,,,,,,,,,,0,0,KelsCh21
,,,,,7,14,,10/31/79,,,,,,,,,,,,,,,,,0,1,0,0,,16,16,44716.00,,,0,0,,,,,,,,0,,,,,,,Chris Kelsay,,,,5,,,,,,KelsCh21,LDE,,,,,,,,,,,,,,,,,,,,,,2,,2008,33,BUF,,,,,,,,,,263,,,,,,,,,,0,0,KelsCh21
,,,,,8,21,,10/31/79,,,,,,,,,,,,,,,,,0,1,1,0,,16,16,44716.00,,,,,,,,,,,,,,,,,,,Chris Kelsay,,,,,,,,,,KelsCh21,LDE,,,,,,,,,,,,,,,,,,,,,,5,,2009,41,BUF,,,,,,,,,,263,,,,,,,,,,0,,KelsCh21
,,,,,6,26,,10/31/79,,,,,,,,,,,,,,,,,0,1,0,0,,16,16,44716.00,,,0,0,,,,,,,,0,,,,,,,Chris Kelsay,,,,3,,,,,,KelsCh21,LOLB,,,,,,,,,,,,,,,,,,,,,,3.5,,2010,46,BUF,,,,,,,,,,263,,,,,,,,,,0,0,KelsCh21
,,,,,4,16,,10/31/79,,,,,,,,,,,,,,,,,0,2,0,0,,12,12,44716.00,,,0,0,,,,,,,,0,,,,,,,Chris Kelsay,,,,2,,,,,,KelsCh21,LOLB,,,,,,,,,,,,,,,,,,,,,,5,,2011,25,BUF,,,,,,,,,,263,,,,,,,,,,0,0,KelsCh21
,,,,,2,2,,10/31/79,,,,,,,,,,,,,,,,,,,,,,9,4,44716.00,,,,,,,,,,,,,,,,,,,Chris Kelsay,,,,,,,,,,KelsCh21,,,,,,,,,,,,,,,,,,,,,,,2,1,2012,12,BUF,,,,,,,,,,263,,,,,,,,,,,,KelsCh21
,,,,,3,8,,7/5/80,,,,,,,,,,,,,,,,,0,0,2,0,,13,3,36678.00,,,0,0,,,,,,,,0,,,,,,,Eddie Moore,,,,2,,,,,,MoorEd20,,,,,,,,,,,,,,,,,,,,,,,0,,2004,27,MIA,,,,,,,,,,230,,,,,,,,,,0,0,MoorEd20
,,,,,0,1,,7/5/80,,,,,,,,,,,,,,,,,,,,,,5,0,36678.00,,,,,,,,,,,,,,,,,,,Eddie Moore,,,,,,,,,,MoorEd20,,,,,,,,,,,,,,,,,,,,,,,0,,2005,0,MIA,,,,,,,,,,230,,,,,,,,,,,,MoorEd20
,,,,,0,1,,6/21/81,,,,,,,,,,,,,,,,,,,,,,3,0,44713.00,,,,,,,,,,,,,,,,,,,Terry Pierce,,,,,,,,,,PierTe20,,,,,,,,,,,,,,,,,,,,,,,0,,2003,2,DEN,,,,,,,,,,251,,,,,,,,,,,,PierTe20
,,,,,1,1,,6/21/81,,,,,,,,,,,,,,,,,,1,,,,15,0,44713.00,,,0,0,,,,,,,,0,,,,,,,Terry Pierce,,,,1,,,,,,PierTe20,,,,,,,,,,,,,,,,,,,,,,,0,,2004,5,DEN,,,,,,,,,,251,,,,,,,,,,,0,PierTe20
,,,,,1,1,,5/22/80,,,,,,,,,,,,,,,,,,,,,,16,0,44714.00,,,,,,,,,,,,,,,,,,,Chaun Thompson,,,,,,,,,,ThomCh23,,,,,,,,,,,,,,,,,,,,,,,0,,2003,10,CLE,,,,,,,,,,250,,,,,,,,,,,,ThomCh23
,,,,,6,22,,5/22/80,,,,,,,,,,,,,,,,,0,0,1,0,,16,13,44714.00,,,0,0,,,,,,,,0,,,,,,,Chaun Thompson,,,,3,,,,,,ThomCh23,LLB,,,,,,,,,,,,,,,,,,,,,,2.5,,2004,43,CLE,,,,,,,,,,250,,,,,,,,,,0,0,ThomCh23
,,,,,7,21,,5/22/80,,,,,,,,,,,,,,,,,0,2,1,0,,16,15,44714.00,,,0,0,,,,,,,,0,,,,,,,Chaun Thompson,,,,3,,,,,,ThomCh23,ROLB,,,,,,,,,,,,,,,,,,,,,,5,,2005,63,CLE,,,,,,,,,,250,,,,,,,,,,0,0,ThomCh23
,,,,,2,8,,5/22/80,,,,,,,,,,,,,,,,,,,,,,16,2,44714.00,,,,,,,,,,,,,,,,,,,Chaun Thompson,,,,,,,,,,ThomCh23,,,,,,,,,,,,,,,,,,,,,,,2,,2006,24,CLE,,,,,,,,,,250,,,,,,,,,,,,ThomCh23
,,,,,1,6,,5/22/80,,,,,,,,,,,,,,,,,,,,,,16,0,44714.00,,,0,0,,,,,,,,0,,,,,,,Chaun Thompson,,,,1,,,,,,ThomCh23,,,,,,,,,,,,,,,,,,,,,,,1,,2007,15,CLE,,,,,,,,,,250,,,,,,,,,,,0,ThomCh23
,,,,,1,5,,5/22/80,,,,,,,,,,,,,,,,,,,,,,15,0,44714.00,,,0,0,,,,,,,,0,,,,,,,Chaun Thompson,,,,1,,,,,,ThomCh23,,,,,,,,,,,,,,,,,,,,,,,1,,2008,8,HOU,,,,,,,,,,250,,,,,,,,,,,0,ThomCh23
,,,,,0,2,,5/22/80,,,,,,,,,,,,,,,,,,,,,,3,0,44714.00,,,,,,,,,,,,,,,,,,,Chaun Thompson,,,,,,,,,,ThomCh23,,,,,,,,,,,,,,,,,,,,,,,0,,2009,3,HOU,,,,,,,,,,250,,,,,,,,,,,,ThomCh23
,,,,,2,20,,2/3/80,,,,,,,,,,,,,,,,,0,1,0,0,,16,1,36678.00,,,1,0,,,,,,,,26,,,,,,,Victor Hobson,,,,1,,,,,,HobsVi20,,,,,,,,,,,,,,,,,,,,,,,2,,2003,46,NYJ,,,,,,,,,,252,,,,,,,,,,0,26,HobsVi20
,,,,,6,15,,2/3/80,,,,,,,,,,,,,,,,,,,,,,12,10,36678.00,,,1,0,,,,,,,,2,,,,,,,Victor Hobson,,,,3,,,,,,HobsVi20,LLB,,,,,,,,,,,,,,,,,,,,,,0,,2004,30,NYJ,,,,,,,,,,252,,,,,,,,,,,2,HobsVi20
,,,,,6,26,,2/3/80,,,,,,,,,,,,,,,,,0,0,1,43,,16,16,36678.00,,,,,,,,,,,,,,,,,,,Victor Hobson,,,,,,,,,,HobsVi20,LLB,,,,,,,,,,,,,,,,,,,,,,1,,2005,54,NYJ,,,,,,,,,,252,,,,,,,,,,43,,HobsVi20
,,,,,8,34,,2/3/80,,,,,,,,,,,,,,,,,0,1,2,32,,16,16,36678.00,,,1,0,,,,,,,,9,,,,,,,Victor Hobson,,,,2,,,,,,HobsVi20,RLB,,,,,,,,,,,,,,,,,,,,,,6,,2006,66,NYJ,,,,,,,,,,252,,,,,,,,,,32,9,HobsVi20
,,,,,6,14,,2/3/80,,,,,,,,,,,,,,,,,0,0,2,0,,16,14,36678.00,,,0,0,,,,,,,,0,,,,,,,Victor Hobson,,,,3,,,,,,HobsVi20,LOLB,,,,,,,,,,,,,,,,,,,,,,2,,2007,48,NYJ,,,,,,,,,,252,,,,,,,,,,0,0,HobsVi20
,,,,,0,0,,2/3/80,,,,,,,,,,,,,,,,,,,,,,3,0,36678.00,,,,,,,,,,,,,,,,,,,Victor Hobson,,,,,,,,,,HobsVi20,,,,,,,,,,,,,,,,,,,,,,,0,,2008,1,2TM,,,,,,,,,,252,,,,,,,,,,,,HobsVi20
,-45,-45,,1547,10,,1,10/3/80,,61.2,0,,,,,,,,,,,,,,3,0,1,0,,16,16,44713.00,100,,,,1,,,,,,,,,0,,19,71,23,Anquan Boldin,,0,,,0,0,0,0,0,BoldAn00,WR,0,130,20,,,0,8,1377,86.1,13.6,101,6.3,5,0.3,0,40,8,2.5,8,,,0,,2003,,ARI,,,165,0,,,106,,,220,1417,0,,,0,,,6.5,13.4,0,,BoldAn00
,0,0,,,10,,1,10/3/80,,59.6,0,,,,,,,,,,,,,,2,0,0,0,,14,14,44713.00,0,,,,0,,,,,,,,,0,,,54,11,Anquan Boldin,,0,,,0,0,0,0,0,BoldAn00,WR,,,,,,39.6,7,1402,100.1,13.7,102,7.3,12,0.9,0,45,3.8,3.2,7,,,0,,2005,,ARI,,,171,0,,,114,,,220,1447,0,,,0,,,,12.7,0,,BoldAn00
,-6,-6,,,8,,1,10/3/80,,58.7,1,,15.7,,,,,,,,,,,,1,0,0,0,,16,16,44713.00,0,,,,0,,,,,,,,,-6,,,61,3,Anquan Boldin,,-6,,,100,0,0,-6,-6,BoldAn00,WR,,,,,,79.2,7,837,52.3,13.1,64,4,2,0.1,0,2,1,0.1,7,,,0,,2010,,BAL,,,109,0,,,66,,,220,839,0,,-6,-0.4,,,,12.7,0,,BoldAn00
,0,0,,,8,,1,10/3/80,,63.8,0,,2.1,,,,,,,,,,,,0,,,,,16,16,44713.00,0,,,,0,,,,,,,,,0,,,76,4,Anquan Boldin,,0,,,0,0,0,0,0,BoldAn00,WR,,,,,,39.6,5,1062,66.4,12.8,83,5.2,1,0.1,0,4,4,0.3,5,,,,,2014,,SFO,,,130,0,,,84,,,220,1066,0,,,0,,,,12.7,,,BoldAn00
,,,,,5,,,10/3/80,,53.8,,,,,,,,,,,,,,,1,0,0,0,,10,9,44713.00,,,,,,,,,,,,,,,,,31,3,Anquan Boldin,,,,,,,,,,BoldAn00,WR,,,,,,,1,623,62.3,11.1,56,5.6,1,0.1,0,3,3,0.3,1,,,0,,2004,,ARI,,,104,,,,57,,,220,626,,,,,,,,11,0,,BoldAn00
,,,,,11,,,10/3/80,,54.6,,,,,,,,,,,,,,,1,0,0,0,,16,16,44713.00,,,,,,,,,,,,,,,,,64,18,Anquan Boldin,,,,,,,,,,BoldAn00,WR,,,,,,,4,1203,75.2,14.5,83,5.2,5,0.3,0,28,5.6,1.8,4,,,0,,2006,,ARI,,,152,,,,88,,,220,1231,,,,,,,,14,0,,BoldAn00
,,,,,7,,,10/3/80,,71.7,,,,,,,,,,,,,,,2,0,0,0,,12,11,44713.00,,,,,,,,,,,,,,,,,44,14,Anquan Boldin,,,,,,,,,,BoldAn00,WR,,,,,,,9,853,71.1,12,71,5.9,1,0.1,0,14,14,1.2,9,,,0,,2007,,ARI,,,99,,,,72,,,220,867,,,,,,,,12,0,,BoldAn00
,,,,,11,,,10/3/80,,70.1,,,,,,,,,,,,,,,4,0,1,0,,12,11,44713.00,,,,,,,,,,,,,,,,,79,30,Anquan Boldin,,,,,,,,,,BoldAn00,WR,,,,,,,11,1038,86.5,11.7,89,7.4,9,0.8,0,67,7.4,5.6,11,,,0,,2008,,ARI,,,127,,,,98,,,220,1105,,,,,,,,11.3,0,,BoldAn00
,,,,,9,,,10/3/80,,66.1,,,,,,,,,,,,,,,3,0,1,0,,15,15,44713.00,,,,,,,,,,,,,,,,,44,5,Anquan Boldin,,,,,,,,,,BoldAn00,WR,,,,,,,4,1024,68.3,12.2,84,5.6,3,0.2,1,12,4,0.8,5,,,0,,2009,,ARI,,,127,,,,87,,,220,1036,,,,,,,,11.9,0,,BoldAn00
,,,,,8,,,10/3/80,,53.8,,,,,,,,,,,,,,,0,,,,,14,14,44713.00,,,,,,,,,,,,,,,,,56,,Anquan Boldin,,,,,,,,,,BoldAn00,WR,,,,,,,3,887,63.4,15.6,57,4.1,,,,,,,3,,,,,2011,,BAL,,,106,,,,57,,,220,887,,,,,,,,15.6,,,BoldAn00
,,,,,9,,,10/3/80,,58,,,,,,,,,,,,,,,0,0,1,0,,15,15,44713.00,,,,,,,,,,,,,,,,,43,3,Anquan Boldin,,,,,,,,,,BoldAn00,WR,,,,,,,4,921,61.4,14.2,65,4.3,1,0.1,0,3,3,0.2,4,,,0,,2012,,BAL,,,112,,,,66,,,220,924,,,,,,,,14,0,,BoldAn00
,,,,,12,,,10/3/80,,65.9,,,,,,,,,,,,,,,0,,,,,16,16,44713.00,,,,,,,,,,,,,,,,,63,11,Anquan Boldin,,,,,,,,,,BoldAn00,WR,,,,,,,7,1179,73.7,13.9,85,5.3,2,0.1,0,11,5.5,0.7,7,,,,,2013,,SFO,,,129,,,,87,,,220,1190,,,,,,,,13.7,,,BoldAn00
,,,,,5,,,10/3/80,,62.2,,,,,,,,,,,,,,,1,0,0,0,,14,13,44713.00,,,,,,,,,,,,,,,,,51,,Anquan Boldin,,,,,,,,,,BoldAn00,WR,,,,,,,4,789,56.4,11.4,69,4.9,,,,,,,4,,,0,,2015,,SFO,,,111,,,,69,,,220,789,,,,,,,,11.4,0,,BoldAn00
,,,,,5,,,10/3/80,,70.5,,,,,,,,,,,,,,,0,,,,,16,16,44713.00,,,,,,,,,,,,,,,,,35,,Anquan Boldin,,,,,,,,,,BoldAn00,WR,,,,,,,8,584,36.5,8.7,67,4.2,,,,,,,8,,,,,2016,,DET,,,95,,,,67,,,220,584,,,,,,,,8.7,,,BoldAn00
,,,,,3,8,,4/13/81,,,,,,,,,,,,,,,,,0,3,1,0,,15,6,44713.00,,,2,0,,,,,,,,3,,,,,,,Bryan Scott,,,,6,,,,,,ScotBr20,SS,,,,,,,,,,,,,,,,,,,,,,0,,2003,61,ATL,,,,,,,,,,220,,,,,,,,,,0,3,ScotBr20
,,,,,5,11,,4/13/81,,,,,,,,,,,,,,,,,0,1,1,1,,16,16,44713.00,,,1,0,,,,,,,,22,,,,,,,Bryan Scott,,,,5,,,,,,ScotBr20,SS,,,,,,,,,,,,,,,,,,,,,,2.5,,2004,86,ATL,,,,,,,,,,220,,,,,,,,,,1,22,ScotBr20
,,,,,5,13,,4/13/81,,,,,,,,,,,,,,,,,0,0,1,0,,16,13,44713.00,,,1,0,,,,,,,,15,,,,,,,Bryan Scott,,,,7,,,,,,ScotBr20,FS,,,,,,,,,,,,,,,,,,,,,,1,,2005,54,ATL,,,,,,,,,,220,,,,,,,,,,0,15,ScotBr20
,,,,,1,3,,4/13/81,,,,,,,,,,,,,,,,,,1,,,,9,0,44713.00,,,,,,,,,,,,,,,,,,,Bryan Scott,,,,,,,,,,ScotBr20,,,,,,,,,,,,,,,,,,,,,,,0,,2006,13,NOR,,,,,,,,,,220,,,,,,,,,,,,ScotBr20
,,,,,1,6,,4/13/81,,,,,,,,,,,,,,,,,,1,,,,15,2,44713.00,,,0,0,,,,,,,,0,,,,,,,Bryan Scott,,,,1,,,,,,ScotBr20,,,,,,,,,,,,,,,,,,,,,,,0,,2007,22,BUF,,,,,,,,,,220,,,,,,,,,,,0,ScotBr20
,,,,,3,13,,4/13/81,,,,,,,,,,,,,,,,,0,1,1,0,,16,7,44713.00,,,0,0,,,,,,,,0,,,,,,,Bryan Scott,,,,3,,,,,,ScotBr20,fs,,,,,,,,,,,,,,,,,,,,,,1,,2008,56,BUF,,,,,,,,,,220,,,,,,,,,,0,0,ScotBr20
,,,,,8,23,,4/13/81,,,,,,,,,,,,,,,,,0,1,0,0,,9,9,44713.00,,,1,0,,,,,,,,27,,,,,,,Bryan Scott,,,,3,,,,,,ScotBr20,rcb,,,,,,,,,,,,,,,,,,,,,,2,,2009,58,BUF,,,,,,,,,,220,,,,,,,,,,0,27,ScotBr20
,,,,17,1,11,,4/13/81,,,,,,,,,,,,,,,,,1,1,2,17,,15,1,44713.00,,,0,0,,,,,,,,0,,,,0,,,Bryan Scott,,,,5,,,,,,ScotBr20,,0,0,1,,,,,,,,,,,,,,,,,,,3,,2010,28,BUF,,,,,,,,,,220,,,,,,,,0,,17,0,ScotBr20
,,,,,7,15,,4/13/81,,,,,,,,,,,,,,,,,0,0,1,0,,16,7,44713.00,,,2,1,,,,,,,,43,,,,,,,Bryan Scott,,,,6,,,,,,ScotBr20,lb,,,,,,,,,,,,,,,,,,,,,,1,,2011,51,BUF,,,,,,,,,,220,,,,,,,,,,0,43,ScotBr20
,,,,,6,19,,4/13/81,,,,,,,,,,,,,,,,,0,1,2,8,,16,1,44713.00,,,4,1,,,,,,,,32,,,,,,,Bryan Scott,,,,8,,,,,,ScotBr20,,,,,,,,,,,,,,,,,,,,,,,0,,2012,48,BUF,,,,,,,,,,220,,,,,,,,,,8,66,ScotBr20
,,,,,2,8,,11/16/81,,,,,,,,,,,,,,,,,0,1,0,0,,13,1,44715.00,,,,,,,,,,,,,,,,,,,Osi Umenyiora,,,,,,,,,,UmenOs99,,,,,,,,,,,,,,,,,,,,,,,1,,2003,18,NYG,,,,,,,,,,255,,,,,,,,,,0,,UmenOs99
,,,,,6,17,,11/16/81,,,,,,,,,,,,,,,,,0,3,4,88,,16,7,44715.00,,,0,0,,,,,,,,0,,,,,,,Osi Umenyiora,,,,3,,,,,,UmenOs99,rde,,,,,,,,,,,,,,,,,,,,,,7,,2004,49,NYG,,,,,,,,,,255,,,,,,,,,,88,0,UmenOs99
,,,,,17,22,,11/16/81,,,,,,,,,,,,,,,,,0,4,2,0,,16,16,44715.00,,,0,0,,,,,,,,0,,,,,,,Osi Umenyiora,,,,3,,,,,,UmenOs99,RDE,,,,,,,,,,,,,,,,,,,,,,14.5,,2005,49,NYG,,,,,,,,,,255,,,,,,,,,,0,0,UmenOs99
,,,,,5,7,,11/16/81,,,,,,,,,,,,,,,,,0,1,0,0,,11,11,44715.00,,,0,0,,,,,,,,0,,,,,,,Osi Umenyiora,,,,2,,,,,,UmenOs99,RDE,,,,,,,,,,,,,,,,,,,,,,6,,2006,24,NYG,,,,,,,,,,255,,,,,,,,,,0,0,UmenOs99
,,,,,12,12,,11/16/81,,,,,,,,,,,,,,,,,0,5,2,75,,16,16,44715.00,,,,,,,,,,,,,,,,,,,Osi Umenyiora,,,,,,,,,,UmenOs99,RDE,,,,,,,,,,,,,,,,,,,,,,13,,2007,40,NYG,,,,,,,,,,255,,,,,,,,,,75,,UmenOs99
,,,,,,,,11/16/81,,,,,,,,,,,,,,,,,,,,,,,,44715.00,,,,,,,,,,,,,,,,,,,Osi Umenyiora,,,,,,,,,,UmenOs99,,,,,,,,,,,,,,,,,,,,,,,,,2008,,,,,,,,,,,,255,,,,,,,,,,,,UmenOs99
,,,,,5,10,,11/16/81,,,,,,,,,,,,,,,,,0,4,4,61,,16,11,44715.00,,,0,0,,,,,,,,0,,,,,,,Osi Umenyiora,,,,1,,,,,,UmenOs99,RDE,,,,,,,,,,,,,,,,,,,,,,7,,2009,19,NYG,,,,,,,,,,255,,,,,,,,,,61,0,UmenOs99
,,,,,13,15,,11/16/81,,,,,,,,,,,,,,,,,0,10,1,0,,16,16,44715.00,,,0,0,,,,,,,,0,,,,,,,Osi Umenyiora,,,,2,,,,,,UmenOs99,RDE,,,,,,,,,,,,,,,,,,,,,,11.5,,2010,33,NYG,,,,,,,,,,255,,,,,,,,,,0,0,UmenOs99
,,,,,3,9,,11/16/81,,,,,,,,,,,,,,,,,0,2,0,0,,9,7,44715.00,,,0,0,,,,,,,,0,,,,,,,Osi Umenyiora,,,,1,,,,,,UmenOs99,rde,,,,,,,,,,,,,,,,,,,,,,9,,2011,16,NYG,,,,,,,,,,255,,,,,,,,,,0,0,UmenOs99
,,,,,3,15,,11/16/81,,,,,,,,,,,,,,,,,0,2,0,0,,16,4,44715.00,,,0,0,,,,,,,,0,,,,,,,Osi Umenyiora,,,,1,,,,,,UmenOs99,,,,,,,,,,,,,,,,,,,,,,,6,,2012,28,NYG,,,,,,,,,,255,,,,,,,,,,0,0,UmenOs99
,,,,,6,16,,11/16/81,,,,,,,,,,,,,,,,,0,3,0,0,,16,13,44715.00,,,1,1,,,,,,,,68,,,,,,,Osi Umenyiora,,,,3,,,,,,UmenOs99,RDE,,,,,,,,,,,,,,,,,,,,,,7.5,,2013,31,ATL,,,,,,,,,,255,,,,,,,,,,0,68,UmenOs99
,,,,,2,3,,11/16/81,,,,,,,,,,,,,,,,,0,0,1,86,,16,0,44715.00,,,0,0,,,,,,,,0,,,,,,,Osi Umenyiora,,,,1,,,,,,UmenOs99,,,,,,,,,,,,,,,,,,,,,,,2.5,,2014,9,ATL,,,,,,,,,,255,,,,,,,,,,86,0,UmenOs99
,,,,,2,6,,6/18/80,,,,,,,,,,,,,,,,,,,,,,14,1,36678.00,,,0,0,,,,,,,,0,,,,,,,Anthony Adams,,,,4,,,,,,AdamAn20,,,,,,,,,,,,,,,,,,,,,,,1.5,,2003,20,SFO,,,,,,,,,,310,,,,,,,,,,,0,AdamAn20
,,,,,5,7,,6/18/80,,,,,,,,,,,,,,,,,,1,,,,14,12,36678.00,,,0,0,,,,,,,,0,,,,,,,Anthony Adams,,,,2,,,,,,AdamAn20,LDT,,,,,,,,,,,,,,,,,,,,,,0,,2004,41,SFO,,,,,,,,,,310,,,,,,,,,,,0,AdamAn20
,,,,,6,16,,6/18/80,,,,,,,,,,,,,,,,,,,,,,16,16,36678.00,,,0,0,,,,,,,,0,,,,,,,Anthony Adams,,,,1,,,,,,AdamAn20,NT,,,,,,,,,,,,,,,,,,,,,,2.5,,2005,24,SFO,,,,,,,,,,310,,,,,,,,,,,0,AdamAn20
,,,,,2,8,,6/18/80,,,,,,,,,,,,,,,,,,,,,,14,5,36678.00,,,0,0,,,,,,,,0,,,,,,,Anthony Adams,,,,1,,,,,,AdamAn20,ldt,,,,,,,,,,,,,,,,,,,,,,2,,2006,12,SFO,,,,,,,,,,310,,,,,,,,,,,0,AdamAn20
,,,,,5,5,,6/18/80,,,,,,,,,,,,,,,,,0,0,1,0,,11,8,36678.00,,,,,,,,,,,,,,,,,,,Anthony Adams,,,,,,,,,,AdamAn20,LDT,,,,,,,,,,,,,,,,,,,,,,0.5,,2007,21,CHI,,,,,,,,,,310,,,,,,,,,,0,,AdamAn20
,,,,,2,7,,6/18/80,,,,,,,,,,,,,,,,,,,,,,9,4,36678.00,,,,,,,,,,,,,,,,,,,Anthony Adams,,,,,,,,,,AdamAn20,,,,,,,,,,,,,,,,,,,,,,,0,,2008,14,CHI,,,,,,,,,,310,,,,,,,,,,,,AdamAn20
,,,,,5,8,,6/18/80,,,,,,,,,,,,,,,,,0,0,2,3,,16,8,36678.00,,,0,0,,,,,,,,0,,,,,,,Anthony Adams,,,,1,,,,,,AdamAn20,rdt,,,,,,,,,,,,,,,,,,,,,,2,,2009,36,CHI,,,,,,,,,,310,,,,,,,,,,3,0,AdamAn20
,,,,,8,4,,6/18/80,,,,,,,,,,,,,,,,,0,2,0,0,,16,16,36678.00,,,0,0,,,,,,,,0,,,,,,,Anthony Adams,,,,1,,,,,,AdamAn20,RDT,,,,,,,,,,,,,,,,,,,,,,2,,2010,33,CHI,,,,,,,,,,310,,,,,,,,,,0,0,AdamAn20
,,,,,3,3,,6/18/80,,,,,,,,,,,,,,,,,,,,,,11,4,36678.00,,,,,,,,,,,,,,,,,,,Anthony Adams,,,,,,,,,,AdamAn20,,,,,,,,,,,,,,,,,,,,,,,0,,2011,13,CHI,,,,,,,,,,310,,,,,,,,,,,,AdamAn20
,,,,,6,30,,3/24/81,,,,,,,,,,,,,,,,,1,3,0,0,,15,15,44691.00,,,1,0,,,,,,,,15,,,,,,,Mike Doss,,,,5,,,,,,DossMi20,SS,,,,,,,,,,,,,,,,,,,,,,0,,2003,75,IND,,,,,,,,,,207,,,,,,,,,,0,15,DossMi20
,,,,,3,7,,3/24/81,,,,,,,,,,,,,,,,,0,3,0,0,,10,9,44691.00,,,2,0,,,,,,,,32,,,,,,,Mike Doss,,,,2,,,,,,DossMi20,SS,,,,,,,,,,,,,,,,,,,,,,1,,2004,42,IND,,,,,,,,,,207,,,,,,,,,,0,32,DossMi20
,,,,,6,20,,3/24/81,,,,,,,,,,,,,,,,,,,,,,15,14,44691.00,,,2,0,,,,,,,,8,,,,,,,Mike Doss,,,,5,,,,,,DossMi20,SS,,,,,,,,,,,,,,,,,,,,,,0,,2005,57,IND,,,,,,,,,,207,,,,,,,,,,,8,DossMi20
,,,,,2,6,,3/24/81,,,,,,,,,,,,,,,,,,,,,,6,4,44691.00,,,2,0,,,,,,,,31,,,,,,,Mike Doss,,,,5,,,,,,DossMi20,,,,,,,,,,,,,,,,,,,,,,,0,,2006,31,IND,,,,,,,,,,207,,,,,,,,,,,47,DossMi20
,,,,,1,1,,3/24/81,,,,,,,,,,,,,,,,,,,,,,8,1,44691.00,,,,,,,,,,,,,,,,,,,Mike Doss,,,,,,,,,,DossMi20,,,,,,,,,,,,,,,,,,,,,,,0,,2007,5,MIN,,,,,,,,,,207,,,,,,,,,,,,DossMi20
,,,,,0,1,,3/24/81,,,,,,,,,,,,,,,,,,,,,,3,0,44691.00,,,0,0,,,,,,,,0,,,,,,,Mike Doss,,,,1,,,,,,DossMi20,,,,,,,,,,,,,,,,,,,,,,,0,,2008,1,CIN,,,,,,,,,,207,,,,,,,,,,,0,DossMi20
,,,,,0,,,9/15/80,,,,,,,,,,,,,,,,,,,,,,2,0,44716.00,,,,,,,,,,,,,,,,,,,Alonzo Jackson,,,,,,,,,,JackAl23,,,,,,,,,,,,,,,,,,,,,,,0,,2003,,PIT,,,,,,,,,,262,,,,,,,,,,,,JackAl23
